"Shipment Email Template for Guest","Шаблон для анонимного покупателя"
"Shipment Update","Изменение доставки"
"Shipment Update for Guest","Изменение доставки для гостя"
"Shipments","Доставки"
"Shipped","Доставлено"
"Shipped By","Отправлено"
"Shipping","Доставка"
"Shipping & Handling","доставка"
"Shipping &amp; Handling","доставка"
"Shipping &amp; Handling Information","Доставка"
"Shipping Address","Получатель"
"Shipping Amount","Стоимость доставки"
"Shipping Information","Информация о доставке"
"Shipping Method","Способ доставки"
"Shipping Method:","Способ доставки:"
"Shipping Refund","Возврат доставки"
"Shipping and Tracking Information","Информация о доставке и отслеживании"
"Shopping Cart","Корзина"
"Signed Up From","Зарегистрирован"
"Sku","Артикул"
"Some of the products below do not have all the required options. Please edit them and configure all the required options.","У некоторых товаров, указанных ниже, отсутствуют обязательные параметры. Пожалуйста, отредактируйте их и настройте все обязательные параметры."
"Sorry, no quotes are available for this order at this time.","Извините, в данный момент отсутствуют варианты выбора для этого заказа."
"Source object is not specified.","Не указан источник объекта."
"Specified profile does not exist.","Указанный профиль не существует."
"State Code [State Title]","Код состояния [Заголовок состояния]"
"State/Province","Область"
"Status","Состояние"
"Status Code","Код состояния"
"Status Label","Заголовок состояния"
"Status:","Состояние:"
"Store Credit","Личный счёт"
"Store View Specific Labels","Названия данного состояния заказа для конкретных витрин"
"Street Address","Улица"
"Submit Comment","Добавить комментарий"
"Submit Credit Memo","Подтвердить возврат"
"Submit Invoice","Подтвердить счёт"
"Submit Invoice and Shipment","Подтвердить счёт и доставку"
"Submit Order","Подтвердить заказ"
"Submit Shipment","Подтвердить доставку"
"Subscribe to Newsletter","Подписаться на новости магазина"
"Subscribe to Order Status","Подписаться на изменения состояния заказа"
"Subtotal","стоимость товаров"
"Subtotal after discount.","после применения скидок"
"Subtotal:","стоимость товаров:"
"Suspected Fraud","Suspected Fraud"
"Suspend","Suspend"
"Suspended","Suspended"
"Tax","Налог"
"Tax Amount","Налог"
"Tax Percent","Налог %"
"Telephone","Телефон"
"The Order State ""%s"" must not be set manually.","Состояние заказа «%s»" не должно устанавливаться вручную."
"The address total model should be extended from Mage_Sales_Model_Quote_Address_Total_Abstract.","Итоговая модель адреса должна расширять Mage_Sales_Model_Quote_Address_Total_Abstract."
"The billing agreement ""%s"" has been canceled.","Соглашения с PayPal о безакцептном списании «%s» отменён."
"The billing agreement ""%s"" has been created.","Соглашения с PayPal о безакцептном списании «%s» создано."
"The coupon code has been accepted.","Промокод использован."
"The invoice and shipment have been created.","Счёт и доставка созданы."
"The invoice has been canceled.","Счёт отменён."
"The invoice has been captured.","Счёт оплачен."
"The invoice has been created.","Счёт создан."
"The invoice has been voided.","Счёт отменён, средства возвращены покупателю."
"The invoice no longer exists.","Счёт больше не существует."
"The message has been sent.","Сообщение отправлено."
"The message was sent.","Сообщение отправлено."
"The order does not allow creating an invoice.","Заказ не позволяет создать счёт."
"The order no longer exists.","Заказ больше не существует."
"The order address has been updated.","Адрес заказа обновлён."
"The order email has been sent.","Письмо с информацией о заказе отправлено."
"The order has been cancelled.","Заказ отменён."
"The order has been created.","Заказ создан."
"The order has been put on hold.","Заказ заморожен."
"The order has been released from holding status.","Заказ разморожен."
"The order has not been cancelled.","Заказ не был отменён."
"The order status has been assigned.","Прикладное состояние привязано к системному."
"The order status has been saved.","Состояние сохранено."
"The order status has been unassigned.","Прикладное состояние отвязано от системного."
"The order was not put on hold.","Не удалось заморозить заказ."
"The order was not unheld.","The order was not unheld."
"The order was placed using %s","Валюта заказа: %s"
"The order(s) cannot be canceled","Заказ не может быть отменён"
"The payment has been accepted.","The payment has been accepted."
"The payment has been denied.","The payment has been denied."
"The payment has been voided.","Средства покупателя разблокированы."
"The profile has been updated.","The profile has been updated."
"The profile has no changes.","В профиле нет изменений."
"The profile state has been updated.","Состояние профиля обновлено."
"The requested Payment Method is not available.","К сожалению, при выборе этого способа оплаты мы не может оформить заказ в автоматическом режиме.
Если Вы хотите оплатить заказ именно этим способом — оформите заказ по телефону."
"The transaction ""%s"" (%s) is already closed.","Транзакция «%s» (%s) уже закрыта."
"The transaction ""%s"" cannot be captured yet.","The transaction «%s» cannot be captured yet."
"There are no billing agreements yet.","У Вас пока нет профилей PayPal."
"There are no printable documents related to selected orders.","There are no printable documents related to selected orders."
"There are no shipping labels related to selected %s.","Для указанных объектов адресные ярлыки отсутствуют."
"There is no need to approve this payment.","There is no need to approve this payment."
"There is no need to deny this payment.","There is no need to deny this payment."
"There is no update for the payment.","There is no update for the payment."
"This message will be shown in shopping cart when subtotal after discount less than minimum amount.","система будет показывать покупателю это предупреждение на странице корзины в том случае, когда размер заказа меньше указанного."
"This operation requires an existing transaction object.","This operation requires an existing transaction object."
"This order contains (%s) items and therefore cannot be edited through the admin interface at this time, if you wish to continue editing the (%s) items will be removed, the order will be canceled and a new order will be placed.","This order contains (%s) items and therefore cannot be edited through the admin interface at this time, if you wish to continue editing the (%s) items will be removed, the order will be canceled and a new order will be placed."
"This order no longer exists.","Этот заказ больше не существует."
"This product does not have any configurable options.","У этого товара нет ни одного настраиваемого параметра."
"This product has not been configured.","Этот товар не настроен."
"This profile state cannot be changed to ""%s"".","Состояние профиля не может быть изменено на «%s»."
"This will create an offline refund. To create an online refund, open an invoice and create credit memo for it. Do you wish to proceed?","This will create an offline refund. To create an online refund, open an invoice and create credit memo for it. Do you wish to proceed?"
"Tier Pricing","Оптовые цены"
"Title","Заголовок"
"To","На"
"To Name","На имя"
"To:","Кому:"
"Total","Всего"
"Total %d product(s)","Всего товаров: %d"
"Total (ex)","Всего (искл.)"
"Total (inc)","Всего (вкл.)"
"Total Due","Требуется получить"
"Total Invoiced","Выставлено счетов на сумму"
"Total Invoiced Paid","Получено в качестве оплаты"
"Total Invoiced VS Paid Report","Отчёт о выставленных и оплаченных счетах"
"Total Invoiced not Paid","Неоплачено счетов на сумму"
"Total Ordered Report","Total Ordered Report"
"Total Paid","Уже оплачено"
"Total Qty","Общее количество"
"Total Refund","Размер возврата"
"Total Refunded","Размер возврата"
"Total Refunded Report","Отчёт о возвратах"
"Total Sales Shipping","Общая стоимость доставки заказов<br/>за вычетом стоимости доставки отменённых покупателем заказов"
"Total Shipped Report","Total Shipped Report"
"Total Shipping","Общая стоимость доставки из выставленных покупателю счетов<br/>за вычетом стоимости доставки из счетов, которые уже были оплаченны покупателем,<br/>однако по которым покупателю полагается возврат денежных средств"
"Total Shipping Charges","Итоговая сумма за доставку"
"Total Tax","НДС"
"Track Order","Отслеживание заказа"
"Track all shipment(s)","Отслеживание всех доставок"
"Track all shipments","Отслеживание всех доставок"
"Track this shipment","Track this shipment"
"Track your order","Track your order"
"Tracking","Отслеживание"
"Tracking Number","Номер отслеживания"
"Tracking Number(s):","Tracking Number(s):"
"Transaction ""%s"" was already processed.","Transaction «%s» was already processed."
"Transaction ID","Номер транзакции"
"Transaction ID must not be empty.","Укажите номер транзации."
"Transaction ID: ""%s"".","Номер транзакции: «%s»."
"Transaction Type","Тип транзакции"
"Transactions","Транзакции"
"Trial ","Trial "
"Trial Payment","Trial Payment"
"Trial Period","Пробный период"
"Trial period payment","Trial period payment"
"Unassign","Отменить присвоение"
"Unhold","разморозить"
"Unhold action is not available.","Размораживать нельзя."
"Unhold order","Разморозить заказ"
"Unknown State","Неизвестное состояние"
"Unknown Status","Состояние неизвестно системе"
"Unsupported transaction type ""%s"".","Неподдерживаемый тип транзакции «%s»."
"Update Changes","Обновить изменения"
"Update Items and Qty's","Обновить товары и их количества"
"Update Qty's","применить"
"Updated At","Обновлено"
"Updated:","Обновлено:"
"Use Aggregated Data (beta)","Use Aggregated Data (beta)"
"Use Order Status As Default","Сделать данное прикладное состояние заказа первичным для системного"
"Validate Each Address Separately in Multi-address Checkout","Применять ли заданное ограничение к каждому адресу доставки (при доставке на несколько адресов)?"
"Value","Значение"
"View","открыть"
"View All","полный список"
"View Another Order","получить сведения о другом заказе"
"View Order","открыть"
"Visible on Frontend","Отображать ли этот комментарий покупателю?"
"Void","Разблокировать средства"
"Void invoice","Разблокировать средства"
"Voided authorization.","Средства покупателя разблокированы."
"Website","Сайт"
"Whether buyer can define the date when billing for the profile begins.","Whether buyer can define the date when billing for the profile begins."
"Wishlist","План покупок"
"Wrong billing agreement ID specified.","Указан неверный номер соглашения с PayPal о безакцептном списании."
"Wrong quote item id to update configuration.","Wrong quote item id to update configuration."
"Wrong state: ""%s"".","Неверное состояние: «%s»."
"Yes","да"
"You can leave a box blank if you don\'t wish to add a gift message for whole order","Вы можете не заполнять это поле, если не желаете добавлять поздравительное сообщение для всего заказа"
"You have placed no orders.","Вы пока ничего не покупали."
"You will be redirected to the payment system website.","Вы будете перенаправлены на сайт платёжной системы."
"Your credit card will be charged for","в основной валюте магазина это"
"ZIP Code","Почтовый индекс"
"ZIP/Post Code","Почтовый индекс"
"Zip/Postal Code","Почтовый индекс"
"the credit memo email is not sent","письмо с возвратом платежа НЕ было послано"
"the credit memo email was sent","письмо с возвратом платежа было послано"
"the invoice email is not sent","письмо со счётом НЕ было послано"
"the invoice email was sent","письмо со счётом было послано"
"the order confirmation email is not sent","письмо с информацией о заказе НЕ было послано"
"the order confirmation email was sent","покупатель оповещён по электронной почте"
"the shipment email is not sent","письмо о доставке НЕ было послано"
"the shipment email was sent","письмо о доставке было послано"
"There are no recurring profiles yet.","У Вас пока нет подписок."
